document_identifier,document_title,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_language,document_pdf,document_doc,document_corrigenda_pdf,document_corrigenda_doc,document_subject_matter,document_directory_code,document_adopts,document_procedure,document_ep_number,document_URI
TA-9-2023-0138,Discharge 2021: EU general budget - European Parliament,EP text adopted,9,2023-05-10,P9_TA(2023)0138,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0138/TA-9-2023-0138-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0138/TA-9-2023-0138-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0086,https://data.europarl.europa.eu/eli/dl/proc/2022-2082,PE738.420,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0138
TA-9-2023-0121,Application of Union tariff rate quotas and other import quotas to certain products transferred to Northern Ireland,EP text adopted,9,2023-05-09,P9_TA(2023)0121,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0121/TA-9-2023-0121-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0121/TA-9-2023-0121-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0164,https://data.europarl.europa.eu/eli/dl/proc/2023-0063,PE745.337,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0121
TA-9-2023-0131,Critical technologies for security and defence,EP text adopted,9,2023-05-09,P9_TA(2023)0131,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0131/TA-9-2023-0131-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0131/TA-9-2023-0131-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0120,https://data.europarl.europa.eu/eli/dl/proc/2022-2079,PE738.598,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0131
TA-9-2023-0120,"Universal Decriminalization of Homosexuality, in light of recent developments in Uganda",EP text adopted,9,2023-04-20,P9_TA(2023)0120,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0120/TA-9-2023-0120-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0120/TA-9-2023-0120-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DISC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18; http://publications.europa.eu/resource/authority/dir-eu-legal-act/05200510,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0222; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0223; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0219; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0220; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0221; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0219,https://data.europarl.europa.eu/eli/dl/proc/2023-2643,PE744.145,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0120
TA-9-2023-0192,2022 Report on Serbia,EP text adopted,9,2023-05-10,P9_TA(2023)0192,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0192/TA-9-2023-0192-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0192/TA-9-2023-0192-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0172,https://data.europarl.europa.eu/eli/dl/proc/2022-2204,PE739.815,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0192
TA-9-2023-0114,"The crackdown on the right to education and education rights activists in Afghanistan, including the case of Matiullah Wesa",EP text adopted,9,2023-04-20,P9_TA(2023)0114,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0114/TA-9-2023-0114-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0114/TA-9-2023-0114-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0208; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0211; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0205; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0205; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0210; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0207; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0209,https://data.europarl.europa.eu/eli/dl/proc/2023-2648,PE744.131,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0114
TA-9-2023-0117,Markets in Crypto-assets (MiCa),EP text adopted,9,2023-04-20,P9_TA(2023)0117,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0117/TA-9-2023-0117-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0117/TA-9-2023-0117-FNL_en.docx,,https://data.europarl.europa.eu/distribution/doc/TA-9-2023-0117-COR01_en.docx,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/LCC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1040,https://data.europarl.europa.eu/eli/dl/doc/A-9-2022-0052,https://data.europarl.europa.eu/eli/dl/proc/2020-0265,PE663.215,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0117
TA-9-2023-0109,Deforestation Regulation,EP text adopted,9,2023-04-19,P9_TA(2023)0109,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0109/TA-9-2023-0109-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0109/TA-9-2023-0109-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/SILV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/15103010; http://publications.europa.eu/resource/authority/dir-eu-legal-act/133099; http://publications.europa.eu/resource/authority/dir-eu-legal-act/033060,https://data.europarl.europa.eu/eli/dl/doc/A-9-2022-0219,https://data.europarl.europa.eu/eli/dl/proc/2021-0366,PE729.953,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0109
TA-9-2023-0111,Combating discrimination in the EU - the long-awaited horizontal anti-discrimination directive,EP text adopted,9,2023-04-19,P9_TA(2023)0111,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0111/TA-9-2023-0111-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0111/TA-9-2023-0111-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/DISC; http://publications.europa.eu/resource/authority/subject-matter/DFON,http://publications.europa.eu/resource/authority/dir-eu-legal-act/05200510,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0201,https://data.europarl.europa.eu/eli/dl/proc/2023-2582,PE744.126,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0111
TA-9-2023-0107,"Amendments to Parliament’s Rules of Procedure concerning question time, the central rostrum, the blue-card procedure, the explanations of votes, the transparency register and the Ombudsman",EP text adopted,9,2023-04-19,P9_TA(2023)0107,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0107/TA-9-2023-0107-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0107/TA-9-2023-0107-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INST,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/0140,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0072,https://data.europarl.europa.eu/eli/dl/proc/2023-2014,PE742.457,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0107
TA-9-2023-0105,eGovernment accelerating digital public services that support the functioning of the single market,EP text adopted,9,2023-04-18,P9_TA(2023)0105,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0105/TA-9-2023-0105-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0105/TA-9-2023-0105-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INFO; http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/INFQ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/132060,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0065,https://data.europarl.europa.eu/eli/dl/proc/2022-2036,PE736.624,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0105
TA-9-2023-0173,Discharge 2021: European Insurance and Occupational Pensions Authority,EP text adopted,9,2023-05-10,P9_TA(2023)0173,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0173/TA-9-2023-0173-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0173/TA-9-2023-0173-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0103,https://data.europarl.europa.eu/eli/dl/proc/2022-2106,PE737.492,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0173
TA-9-2023-0177,Discharge 2021: European Institute of Innovation and Technology (EIT),EP text adopted,9,2023-05-10,P9_TA(2023)0177,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0177/TA-9-2023-0177-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0177/TA-9-2023-0177-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0130,https://data.europarl.europa.eu/eli/dl/proc/2022-2107,PE737.547,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0177
TA-9-2023-0150,Discharge 2021: European Union Agency for Fundamental Rights,EP text adopted,9,2023-05-10,P9_TA(2023)0150,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0150/TA-9-2023-0150-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0150/TA-9-2023-0150-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0141,https://data.europarl.europa.eu/eli/dl/proc/2022-2123,PE737.500,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0150
TA-9-2023-0171,Discharge 2021: European Institute for Gender Equality,EP text adopted,9,2023-05-10,P9_TA(2023)0171,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0171/TA-9-2023-0171-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0171/TA-9-2023-0171-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0121,https://data.europarl.europa.eu/eli/dl/proc/2022-2105,PE737.488,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0171
TA-9-2023-0195,"Own resources: a new start for EU finances, a new start for Europe",EP text adopted,9,2023-05-10,P9_TA(2023)0195,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0195/TA-9-2023-0195-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0195/TA-9-2023-0195-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0155,https://data.europarl.europa.eu/eli/dl/proc/2022-2172,PE739.558,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0195
TA-9-2023-0186,Discharge 2021: Europe’s Rail Joint Undertaking (before 30 November 2021: Shift2Rail Joint Undertaking),EP text adopted,9,2023-05-10,P9_TA(2023)0186,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0186/TA-9-2023-0186-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0186/TA-9-2023-0186-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0090,https://data.europarl.europa.eu/eli/dl/proc/2022-2133,PE738.440,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0186
TA-9-2023-0119,Parliament's estimates of revenue and expenditure for the financial year 2024,EP text adopted,9,2023-04-20,P9_TA(2023)0119,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0119/TA-9-2023-0119-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0119/TA-9-2023-0119-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG; http://publications.europa.eu/resource/authority/subject-matter/INST,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0153,https://data.europarl.europa.eu/eli/dl/proc/2022-2185,PE742.622,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0119
TA-9-2023-0113,"EU Rapid Deployment Capacity, EU Battlegroups and Article 44 TEU: the way forward",EP text adopted,9,2023-04-19,P9_TA(2023)0113,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0113/TA-9-2023-0113-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0113/TA-9-2023-0113-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0077,https://data.europarl.europa.eu/eli/dl/proc/2022-2145,PE736.698,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0113
TA-9-2023-0104,Sustainable carbon cycles ,EP text adopted,9,2023-04-18,P9_TA(2023)0104,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0104/TA-9-2023-0104-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0104/TA-9-2023-0104-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/AGRI; http://publications.europa.eu/resource/authority/subject-matter/ENV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/15102030; http://publications.europa.eu/resource/authority/dir-eu-legal-act/031020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0066,https://data.europarl.europa.eu/eli/dl/proc/2022-2053,PE732.708,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0104
TA-9-2023-0157,Discharge 2021: European Training Foundation ,EP text adopted,9,2023-05-10,P9_TA(2023)0157,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0157/TA-9-2023-0157-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0157/TA-9-2023-0157-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0135,https://data.europarl.europa.eu/eli/dl/proc/2022-2116,PE737.554,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0157
TA-9-2023-0151,Discharge 2021: European Monitoring Centre for Drugs and Drug Addiction,EP text adopted,9,2023-05-10,P9_TA(2023)0151,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0151/TA-9-2023-0151-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0151/TA-9-2023-0151-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0107,https://data.europarl.europa.eu/eli/dl/proc/2022-2110,PE737.478,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0151
TA-9-2023-0168,Discharge 2021: European Chemicals Agency,EP text adopted,9,2023-05-10,P9_TA(2023)0168,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0168/TA-9-2023-0168-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0168/TA-9-2023-0168-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0133,https://data.europarl.europa.eu/eli/dl/proc/2022-2101,PE737.542,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0168
TA-9-2023-0130,New EU Urban Mobility Framework,EP text adopted,9,2023-05-09,P9_TA(2023)0130,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0130/TA-9-2023-0130-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0130/TA-9-2023-0130-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0108,https://data.europarl.europa.eu/eli/dl/proc/2022-2023,PE736.365,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0130
TA-9-2023-0135,"School's scheme for fruit, vegetables, milk and dairy products",EP text adopted,9,2023-05-09,P9_TA(2023)0135,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0135/TA-9-2023-0135-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0135/TA-9-2023-0135-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0096,https://data.europarl.europa.eu/eli/dl/proc/2021-2205,PE734.306,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0135
TA-9-2023-0134,Implementation of the Audiovisual Media Services Directive,EP text adopted,9,2023-05-09,P9_TA(2023)0134,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0134/TA-9-2023-0134-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0134/TA-9-2023-0134-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0139,https://data.europarl.europa.eu/eli/dl/proc/2022-2038,PE738.565,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0134
TA-9-2023-0155,Discharge 2021: European Medicines Agency,EP text adopted,9,2023-05-10,P9_TA(2023)0155,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0155/TA-9-2023-0155-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0155/TA-9-2023-0155-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0106,https://data.europarl.europa.eu/eli/dl/proc/2022-2109,PE737.550,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0155
TA-9-2023-0112,Challenges facing the Republic of Moldova,EP text adopted,9,2023-04-19,P9_TA(2023)0112,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0112/TA-9-2023-0112-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0112/TA-9-2023-0112-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ADH; http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/11401030,https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0198; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0203; https://data.europarl.europa.eu/eli/dl/doc/RC-9-2023-0198; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0199; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0200; https://data.europarl.europa.eu/eli/dl/doc/B-9-2023-0204,https://data.europarl.europa.eu/eli/dl/proc/2023-2595,PE744.123,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0112
TA-9-2023-0108,Protocol amending the Marrakesh Agreement establishing the World Trade Organization,EP text adopted,9,2023-04-19,P9_TA(2023)0108,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0108/TA-9-2023-0108-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0108/TA-9-2023-0108-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/OMC; http://publications.europa.eu/resource/authority/subject-matter/EXT; http://publications.europa.eu/resource/authority/subject-matter/PECH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/113010; http://publications.europa.eu/resource/authority/dir-eu-legal-act/04,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0068,https://data.europarl.europa.eu/eli/dl/proc/2022-0364,PE739.720,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0108
TA-9-2023-0106,The implementation of civilian CSDP and other EU civilian security assistance,EP text adopted,9,2023-04-18,P9_TA(2023)0106,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0106/TA-9-2023-0106-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0106/TA-9-2023-0106-FNL_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0091,https://data.europarl.europa.eu/eli/dl/proc/2022-2196,PE740.724,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0106
TA-9-2023-0149,Discharge 2021: European Foundation for the improvement of living and working conditions (Eurofound),EP text adopted,9,2023-05-10,P9_TA(2023)0149,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0149/TA-9-2023-0149-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0149/TA-9-2023-0149-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0109,https://data.europarl.europa.eu/eli/dl/proc/2022-2119,PE737.497,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0149
TA-9-2023-0139,Discharge 2021: EU general budget - European Council and Council,EP text adopted,9,2023-05-10,P9_TA(2023)0139,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0139/TA-9-2023-0139-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0139/TA-9-2023-0139-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0085,https://data.europarl.europa.eu/eli/dl/proc/2022-2083,PE738.383,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0139
TA-9-2023-0141,Discharge 2021: EU general budget - Court of Auditors,EP text adopted,9,2023-05-10,P9_TA(2023)0141,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0141/TA-9-2023-0141-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0141/TA-9-2023-0141-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0081,https://data.europarl.europa.eu/eli/dl/proc/2022-2085,PE738.385,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0141
TA-9-2023-0193,2022 Report on Kosovo,EP text adopted,9,2023-05-10,P9_TA(2023)0193,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0193/TA-9-2023-0193-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0193/TA-9-2023-0193-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0174,https://data.europarl.europa.eu/eli/dl/proc/2022-2201,PE739.814,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0193
TA-9-2023-0178,Discharge 2021: European Asylum Support Office,EP text adopted,9,2023-05-10,P9_TA(2023)0178,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0178/TA-9-2023-0178-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0178/TA-9-2023-0178-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0123,https://data.europarl.europa.eu/eli/dl/proc/2022-2098,PE737.487,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0178
TA-9-2023-0191,Discharge 2021: European Labour Authority,EP text adopted,9,2023-05-10,P9_TA(2023)0191,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0191/TA-9-2023-0191-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0191/TA-9-2023-0191-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0117,https://data.europarl.europa.eu/eli/dl/proc/2022-2108,PE737.549,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0191
TA-9-2023-0181,Discharge 2021: Single European Sky ATM Research 3 Joint Undertaking (before 30 November 2021: SESAR Joint Undertaking),EP text adopted,9,2023-05-10,P9_TA(2023)0181,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0181/TA-9-2023-0181-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0181/TA-9-2023-0181-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0118,https://data.europarl.europa.eu/eli/dl/proc/2022-2132,PE738.439,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0181
TA-9-2023-0146,Discharge 2021: EU general budget - European External Action Service,EP text adopted,9,2023-05-10,P9_TA(2023)0146,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0146/TA-9-2023-0146-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0146/TA-9-2023-0146-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0088,https://data.europarl.europa.eu/eli/dl/proc/2022-2090,PE738.392,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0146
TA-9-2023-0154,Discharge 2021: Translation Centre for the Bodies of the European Union,EP text adopted,9,2023-05-10,P9_TA(2023)0154,English,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0154/TA-9-2023-0154-FNL_en.pdf,https://data.europarl.europa.eu/distribution/reds_iPlTa_Itm/TA-9-2023-0154/TA-9-2023-0154-FNL_en.docx,,,,,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0104,https://data.europarl.europa.eu/eli/dl/proc/2022-2094,PE737.479,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2023-0154
