document_identifier,document_title,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_language,document_pdf,document_doc,document_corrigenda_pdf,document_corrigenda_doc,document_subject_matter,document_directory_code,document_adopts,document_procedure,document_ep_number,document_URI
TA-9-2024-0152,Amending Regulation (EC) No 223/2009 on European statistics,EP text adopted,9,2024-03-13,P9_TA(2024)0152,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0152_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INFO; http://publications.europa.eu/resource/authority/subject-matter/MARI,http://publications.europa.eu/resource/authority/dir-eu-legal-act/131020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0386,,PE754.703,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0152
TA-9-2024-0124,Industrial Emissions Portal,EP text adopted,9,2024-03-12,P9_TA(2024)0124,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0124_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/POLL; http://publications.europa.eu/resource/authority/subject-matter/DECH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/151020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/15103030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0211,,PE737.356,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0124
TA-9-2024-0118,The murder of Alexei Navalny and the need for EU action in support of political prisoners and oppressed civil society in Russia,EP text adopted,9,2024-02-29,P9_TA(2024)0118,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0118_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0155; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0150; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0147; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0152; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0154,,PE756.914,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0118
TA-9-2024-0088,Certain aspects of the minimum requirement for own funds and eligible liabilities,EP text adopted,9,2024-02-27,P9_TA(2024)0088,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0088_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/UEM,http://publications.europa.eu/resource/authority/dir-eu-legal-act/062020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/103030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0344,,PE752.913,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0088
TA-9-2024-0092,Amending Decision (EU) 2017/1324: continuation of the Union’s participation in PRIMA under Horizon Europe,EP text adopted,9,2024-02-27,P9_TA(2024)0092,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0092_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/RDT; http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/161020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/11401020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0378,,PE752.796,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0092
TA-9-2024-0158,Closer ties between the EU and Armenia and the need for a peace agreement between Azerbaijan and Armenia,EP text adopted,9,2024-03-13,P9_TA(2024)0158,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0158_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18; http://publications.europa.eu/resource/authority/dir-eu-legal-act/11401040,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0163; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0166; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0168; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0167; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0165,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0158
TA-9-2024-0155,Temporary trade-liberalisation measures supplementing trade concessions applicable to Moldovan products under the EU/Euratom/Moldova Association Agreement,EP text adopted,9,2024-03-13,P9_TA(2024)0155,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0155_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/EXT; http://publications.europa.eu/resource/authority/subject-matter/ASSO; http://publications.europa.eu/resource/authority/subject-matter/PCOM,http://publications.europa.eu/resource/authority/dir-eu-legal-act/114010; http://publications.europa.eu/resource/authority/dir-eu-legal-act/116030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0079,,PE759.004,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0155
TA-9-2024-0156,European Semester for economic policy coordination 2024,EP text adopted,9,2024-03-13,P9_TA(2024)0156,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0156_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG; http://publications.europa.eu/resource/authority/subject-matter/PECO,http://publications.europa.eu/resource/authority/dir-eu-legal-act/103020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0063,,PE757.014,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0156
TA-9-2024-0121,Implementation of the EU-Southern African Development Community (SADC) Economic Partnership Agreement (EPA),EP text adopted,9,2024-02-29,P9_TA(2024)0121,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0121_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PCOM; http://publications.europa.eu/resource/authority/subject-matter/ACP; http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/114030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0024,,PE749.066,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0121
TA-9-2024-0113,Interim Agreement on Trade between the European Union and the Republic of Chile,EP text adopted,9,2024-02-29,P9_TA(2024)0113,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0113_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ACIN; http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/114050,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0011,,PE756.026,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0113
TA-9-2024-0116,Improving the Union’s protection against market manipulation on the wholesale energy market,EP text adopted,9,2024-02-29,P9_TA(2024)0116,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0116_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/CONC; http://publications.europa.eu/resource/authority/subject-matter/ENER; http://publications.europa.eu/resource/authority/subject-matter/ENTR,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1210,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0261,,PE747.031,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0116
TA-9-2024-0112,Data collection and sharing relating to short-term accommodation rental services,EP text adopted,9,2024-02-29,P9_TA(2024)0112,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0112_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/SERV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/062020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0270,,PE746.732,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0112
TA-9-2024-0137,European Media Freedom Act,EP text adopted,9,2024-03-13,P9_TA(2024)0137,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0137_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/SERV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/062020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0264,,PE746.655,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0137
TA-9-2024-0148,Reporting requirements in the fields of road transport and aviation: Regulation,EP text adopted,9,2024-03-13,P9_TA(2024)0148,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0148_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INFO; http://publications.europa.eu/resource/authority/subject-matter/TRAN,http://publications.europa.eu/resource/authority/dir-eu-legal-act/07204010; http://publications.europa.eu/resource/authority/dir-eu-legal-act/0740,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0033,,PE758.091,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0148
TA-9-2024-0161,"The case of Rocío San Miguel and General Hernández Da Costa, among other political prisoners in Venezuela",EP text adopted,9,2024-03-14,P9_TA(2024)0161,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0161_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0179; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0182; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0184,,PE760.490,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0161
TA-9-2024-0127,"Use of railway infrastructure capacity in the single European railway area, amending Directive 2012/34/EU and repealing Regulation (EU) No 913/2010",EP text adopted,9,2024-03-12,P9_TA(2024)0127,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0127_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TRAN,http://publications.europa.eu/resource/authority/dir-eu-legal-act/072040,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0069,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0127
TA-9-2024-0134,European Maritime Safety Agency and repealing Regulation (EC) No 1406/2002,EP text adopted,9,2024-03-12,P9_TA(2024)0134,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0134_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INST; http://publications.europa.eu/resource/authority/subject-matter/TRAN; http://publications.europa.eu/resource/authority/subject-matter/HARM,http://publications.europa.eu/resource/authority/dir-eu-legal-act/073030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0423,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0134
TA-9-2024-0163,,EP text adopted,9,2024-03-14,P9_TA(2024)0163,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0163_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG,http://publications.europa.eu/resource/authority/dir-eu-legal-act/016020,,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0163
TA-9-2024-0160,"The repressive environment in Afghanistan, including public executions and violence against women",EP text adopted,9,2024-03-14,P9_TA(2024)0160,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0160_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DISC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0193; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0175; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0177; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0185; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0188,,PE760.486,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0160
TA-9-2024-0132,Liability for defective products,EP text adopted,9,2024-03-12,P9_TA(2024)0132,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0132_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/PROT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/152040; http://publications.europa.eu/resource/authority/dir-eu-legal-act/152020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0291,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0132
TA-9-2024-0138,Artificial Intelligence Act,EP text adopted,9,2024-03-13,P9_TA(2024)0138,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0138_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TECN; http://publications.europa.eu/resource/authority/subject-matter/RDT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/131030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0188,,PE731.563,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0138
TA-9-2024-0146,A single application procedure for a single permit for third-country nationals to reside and work in the territory of a Member State and on a common set of rights for third-country workers legally residing in a Member State (recast),EP text adopted,9,2024-03-13,P9_TA(2024)0146,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0146_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/J-AI; http://publications.europa.eu/resource/authority/subject-matter/IMMI,http://publications.europa.eu/resource/authority/dir-eu-legal-act/191040; http://publications.europa.eu/resource/authority/dir-eu-legal-act/052020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0140,,PE738.493,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0146
TA-9-2024-0133,Amending Regulation (EU) 2019/1009 as regards the digital labelling of EU fertilising products,EP text adopted,9,2024-03-12,P9_TA(2024)0133,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0133_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI,http://publications.europa.eu/resource/authority/dir-eu-legal-act/133019,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0330,,PE749.998,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0133
TA-9-2024-0139,Amending the Directive on alternative dispute resolution for consumer disputes,EP text adopted,9,2024-03-13,P9_TA(2024)0139,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0139_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/PROT; http://publications.europa.eu/resource/authority/subject-matter/RAPL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/152040; http://publications.europa.eu/resource/authority/dir-eu-legal-act/152020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0060,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0139
TA-9-2024-0141,Asset recovery and confiscation,EP text adopted,9,2024-03-13,P9_TA(2024)0141,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0141_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/COJP; http://publications.europa.eu/resource/authority/subject-matter/ELSJ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/193020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0199,,PE742.501,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0141
TA-9-2024-0150,Minimum requirements on minimum breaks and daily and weekly rest periods in the occasional passenger transport sector,EP text adopted,9,2024-03-13,P9_TA(2024)0150,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0150_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/TRAN; http://publications.europa.eu/resource/authority/subject-matter/SOCI,http://publications.europa.eu/resource/authority/dir-eu-legal-act/052020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/072040,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0370,,PE752.842,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0150
TA-9-2024-0129,Energy performance of buildings (recast),EP text adopted,9,2024-03-12,P9_TA(2024)0129,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0129_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/ENER,http://publications.europa.eu/resource/authority/dir-eu-legal-act/151020; http://publications.europa.eu/resource/authority/dir-eu-legal-act/121020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0033,,PE732.742,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0129
TA-9-2024-0136,Extending Rule 168 of Parliament's Rules of Procedure until the end of the 10th parliamentary term,EP text adopted,9,2024-03-12,P9_TA(2024)0136,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0136_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/INST,http://publications.europa.eu/resource/authority/dir-eu-legal-act/014020,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0159,,PE760.467,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0136
TA-9-2024-0131,Substantiation and communication of explicit environmental claims (Green Claims Directive),EP text adopted,9,2024-03-12,P9_TA(2024)0131,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0131_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PROT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/152020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0056,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0131
TA-9-2024-0154,Temporary trade-liberalisation measures supplementing trade concessions applicable to Ukrainian products under the EU/Euratom/Ukraine Association Agreement,EP text adopted,9,2024-03-13,P9_TA(2024)0154,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0154_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/EXT; http://publications.europa.eu/resource/authority/subject-matter/PCOM,http://publications.europa.eu/resource/authority/dir-eu-legal-act/114010; http://publications.europa.eu/resource/authority/dir-eu-legal-act/116030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0077,,PE758.861,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0154
TA-9-2024-0145,Amending Directive 2008/98/EC on waste,EP text adopted,9,2024-03-13,P9_TA(2024)0145,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0145_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ENV; http://publications.europa.eu/resource/authority/subject-matter/DECH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/151030,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0055,,,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0145
TA-9-2024-0144,Safety of toys and repealing Directive 2009/48/EC,EP text adopted,9,2024-03-13,P9_TA(2024)0144,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0144_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/MARI; http://publications.europa.eu/resource/authority/subject-matter/PROT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/152030; http://publications.europa.eu/resource/authority/dir-eu-legal-act/133099,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0044,,PE754.649,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0144
TA-9-2024-0125,Definition of criminal offences and penalties for the violation of Union restrictive measures,EP text adopted,9,2024-03-12,P9_TA(2024)0125,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0125_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/COJP; http://publications.europa.eu/resource/authority/subject-matter/ELSJ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18; http://publications.europa.eu/resource/authority/dir-eu-legal-act/193020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0235,,PE746.946,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0125
TA-9-2024-0135,"Council decision inviting Member States to ratify the Violence and Harassment Convention, 2019 (No 190) of the International Labour Organization",EP text adopted,9,2024-03-12,P9_TA(2024)0135,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0135_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/EXT,http://publications.europa.eu/resource/authority/dir-eu-legal-act/113070; http://publications.europa.eu/resource/authority/dir-eu-legal-act/113040,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0040,,PE758.175,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0135
TA-9-2024-0073,Automated data exchange for police cooperation (“Prüm II”),EP text adopted,9,2024-02-08,P9_TA(2024)0073,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0073_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/J-AI; http://publications.europa.eu/resource/authority/subject-matter/COJP; http://publications.europa.eu/resource/authority/subject-matter/ELSJ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/193010,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0200,,PE736.469,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0073
TA-9-2024-0102,Faster and Safer Relief of Excess Withholding Taxes,EP text adopted,9,2024-02-28,P9_TA(2024)0102,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0102_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/FISC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/0920,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0007,,PE752.746,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0102
TA-9-2024-0064,Amendments to the Alternative Investment Fund Managers Directive (AIFMD) and to the Directive relating to undertakings for collective investment in transferable securities (UCITSD),EP text adopted,9,2024-02-07,P9_TA(2024)0064,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0064_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/LES; http://publications.europa.eu/resource/authority/subject-matter/RAPL; http://publications.europa.eu/resource/authority/subject-matter/LCC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/062020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2023-0020,,PE732.549,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0064
TA-9-2024-0068,Norway’s recent decision to advance seabed mining in the Arctic,EP text adopted,9,2024-02-07,P9_TA(2024)0068,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0068_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/ENV,http://publications.europa.eu/resource/authority/dir-eu-legal-act/15103010,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0095,,PE756.838,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0068
TA-9-2024-0067,Plants obtained by certain new genomic techniques and their food and feed,EP text adopted,9,2024-02-07,P9_TA(2024)0067,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0067_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PHYT; http://publications.europa.eu/resource/authority/subject-matter/D-AL,http://publications.europa.eu/resource/authority/dir-eu-legal-act/152030; http://publications.europa.eu/resource/authority/dir-eu-legal-act/035020,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0014,,PE754.658,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0067
TA-9-2024-0078,"Multilateral negotiations in view of the 13th WTO Ministerial Conference in Abu Dhabi, 26-29 February 2024",EP text adopted,9,2024-02-08,P9_TA(2024)0078,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0078_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/OMC; http://publications.europa.eu/resource/authority/subject-matter/PCOM,http://publications.europa.eu/resource/authority/dir-eu-legal-act/113040; http://publications.europa.eu/resource/authority/dir-eu-legal-act/116030,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0090,,PE753.647,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0078
TA-9-2024-0119,"The need for unwavering EU support for Ukraine, after two years of Russia’s war of aggression against Ukraine",EP text adopted,9,2024-02-29,P9_TA(2024)0119,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0119_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0143; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0156; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0157; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0149; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0153,,PE756.910,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0119
TA-9-2024-0081,Multiannual financial framework for the years 2021 to 2027,EP text adopted,9,2024-02-27,P9_TA(2024)0081,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0081_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/BUDG; http://publications.europa.eu/resource/authority/subject-matter/FIN,http://publications.europa.eu/resource/authority/dir-eu-legal-act/0160,https://data.europarl.europa.eu/eli/dl/doc/A-9-2024-0051,,PE758.992,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0081
TA-9-2024-0074,The EU priorities for the 68th session of the UN Commission on the Status of Women,EP text adopted,9,2024-02-08,P9_TA(2024)0074,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0074_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/DISC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/05200520,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0091,,PE756.218,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0074
TA-9-2024-0079,Russiagate: allegations of Russian interference in the democratic processes of the European Union,EP text adopted,9,2024-02-08,P9_TA(2024)0079,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0079_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0125; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0130; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0124; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0127; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0128,,PE756.867,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0079
TA-9-2024-0071,"Increased number of executions in Iran, in particular the case of Mohammad Ghobadlou",EP text adopted,9,2024-02-08,P9_TA(2024)0071,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0071_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/PESC; http://publications.europa.eu/resource/authority/subject-matter/DDLH,http://publications.europa.eu/resource/authority/dir-eu-legal-act/18,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0102; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0122; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0109; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0113; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0120; https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0121,,PE756.844,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0071
TA-9-2024-0069,Rule of Law and media freedom in Greece,EP text adopted,9,2024-02-07,P9_TA(2024)0069,English,,https://data.europarl.europa.eu/distribution/doc/TA-9-2024-0069_en.docx,,,http://publications.europa.eu/resource/authority/subject-matter/DIFF; http://publications.europa.eu/resource/authority/subject-matter/ELSJ,http://publications.europa.eu/resource/authority/dir-eu-legal-act/1901; http://publications.europa.eu/resource/authority/dir-eu-legal-act/1620,https://data.europarl.europa.eu/eli/dl/doc/B-9-2024-0098,,PE756.840,https://data.europarl.europa.eu/eli/dl/doc/TA-9-2024-0069
